index,longitude,latitude,section,route,distance_miles,distance_kilometers,avg_time_to_complete
126,-4.6205483,56.0206211,1,Helensburgh to Balloch,9,14.4,1.5
127,-4.620367,56.0205616,1,Helensburgh to Balloch,9,14.4,1.5
128,-4.6201764,56.0205391,1,Helensburgh to Balloch,9,14.4,1.5
129,-4.6191555,56.020229,1,Helensburgh to Balloch,9,14.4,1.5
130,-4.6175016,56.0197895,1,Helensburgh to Balloch,9,14.4,1.5
131,-4.6167434,56.0195612,1,Helensburgh to Balloch,9,14.4,1.5
132,-4.6164141,56.0194464,1,Helensburgh to Balloch,9,14.4,1.5
133,-4.6162184,56.0193327,1,Helensburgh to Balloch,9,14.4,1.5
134,-4.6157303,56.0189073,1,Helensburgh to Balloch,9,14.4,1.5
135,-4.6153405,56.018669,1,Helensburgh to Balloch,9,14.4,1.5
136,-4.614745,56.0184107,1,Helensburgh to Balloch,9,14.4,1.5
137,-4.6146311,56.0183704,1,Helensburgh to Balloch,9,14.4,1.5
138,-4.6142576,56.0182182,1,Helensburgh to Balloch,9,14.4,1.5
139,-4.6138472,56.0180094,1,Helensburgh to Balloch,9,14.4,1.5
140,-4.6135788,56.0177784,1,Helensburgh to Balloch,9,14.4,1.5
141,-4.6128563,56.0171333,1,Helensburgh to Balloch,9,14.4,1.5
142,-4.6126846,56.0170213,1,Helensburgh to Balloch,9,14.4,1.5
143,-4.612389,56.0169353,1,Helensburgh to Balloch,9,14.4,1.5
144,-4.6114379,56.0166994,1,Helensburgh to Balloch,9,14.4,1.5
145,-4.6112508,56.0166089,1,Helensburgh to Balloch,9,14.4,1.5
146,-4.6111071,56.0164657,1,Helensburgh to Balloch,9,14.4,1.5
147,-4.6109375,56.0161916,1,Helensburgh to Balloch,9,14.4,1.5
148,-4.6108079,56.015855,1,Helensburgh to Balloch,9,14.4,1.5
149,-4.6107853,56.0157186,1,Helensburgh to Balloch,9,14.4,1.5
150,-4.6107636,56.0155065,1,Helensburgh to Balloch,9,14.4,1.5
151,-4.6107319,56.014504,1,Helensburgh to Balloch,9,14.4,1.5
152,-4.6109041,56.0141607,1,Helensburgh to Balloch,9,14.4,1.5
153,-4.6109707,56.0139149,1,Helensburgh to Balloch,9,14.4,1.5
154,-4.6110671,56.0138365,1,Helensburgh to Balloch,9,14.4,1.5
155,-4.6110709,56.0137672,1,Helensburgh to Balloch,9,14.4,1.5
156,-4.6111725,56.013700299999996,1,Helensburgh to Balloch,9,14.4,1.5
157,-4.6112687,56.0135005,1,Helensburgh to Balloch,9,14.4,1.5
158,-4.611256,56.0134041,1,Helensburgh to Balloch,9,14.4,1.5
159,-4.6110437,56.0130967,1,Helensburgh to Balloch,9,14.4,1.5
160,-4.6107137,56.0127321,1,Helensburgh to Balloch,9,14.4,1.5
161,-4.6099189,56.0117521,1,Helensburgh to Balloch,9,14.4,1.5
162,-4.6094108,56.0113017,1,Helensburgh to Balloch,9,14.4,1.5
163,-4.6088044,56.0108043,1,Helensburgh to Balloch,9,14.4,1.5
164,-4.608088,56.0101698,1,Helensburgh to Balloch,9,14.4,1.5
165,-4.6079023,56.0097629,1,Helensburgh to Balloch,9,14.4,1.5
166,-4.6077218,56.0095384,1,Helensburgh to Balloch,9,14.4,1.5
167,-4.6071566,56.0091597,1,Helensburgh to Balloch,9,14.4,1.5
168,-4.6058253,56.0085196,1,Helensburgh to Balloch,9,14.4,1.5
169,-4.6028508,56.0070284,1,Helensburgh to Balloch,9,14.4,1.5
170,-4.6014472,56.0060186,1,Helensburgh to Balloch,9,14.4,1.5
171,-4.6007013,56.0052716,1,Helensburgh to Balloch,9,14.4,1.5
172,-4.60023,56.0049851,1,Helensburgh to Balloch,9,14.4,1.5
173,-4.5995272,56.0046062,1,Helensburgh to Balloch,9,14.4,1.5
174,-4.5969634,56.0035232,1,Helensburgh to Balloch,9,14.4,1.5
175,-4.5964699,56.0038159,1,Helensburgh to Balloch,9,14.4,1.5
176,-4.5940342,56.0053229,1,Helensburgh to Balloch,9,14.4,1.5
177,-4.5936949,56.0054349,1,Helensburgh to Balloch,9,14.4,1.5
178,-4.5932527,56.0057257,1,Helensburgh to Balloch,9,14.4,1.5
179,-4.5930411,56.0056449,1,Helensburgh to Balloch,9,14.4,1.5
180,-4.592429,56.0054899,1,Helensburgh to Balloch,9,14.4,1.5
181,-4.5919409,56.0054493,1,Helensburgh to Balloch,9,14.4,1.5
182,-4.5914449,56.0054654,1,Helensburgh to Balloch,9,14.4,1.5
183,-4.5910997,56.0055015,1,Helensburgh to Balloch,9,14.4,1.5
184,-4.5908164,56.0055616,1,Helensburgh to Balloch,9,14.4,1.5
185,-4.5906402,56.0056439,1,Helensburgh to Balloch,9,14.4,1.5
186,-4.5903997,56.0057685,1,Helensburgh to Balloch,9,14.4,1.5
187,-4.5902939,56.0057978,1,Helensburgh to Balloch,9,14.4,1.5
188,-4.5900638,56.0057905,1,Helensburgh to Balloch,9,14.4,1.5
