index,longitude,latitude,section,route,distance_miles,distance_kilometers,avg_time_to_complete
3618,-3.140283,55.936643,8,Edinburgh to Prestonpans,10,16,2.5
3619,-3.139777,55.93659,8,Edinburgh to Prestonpans,10,16,2.5
3620,-3.139171,55.936471,8,Edinburgh to Prestonpans,10,16,2.5
3621,-3.138979,55.936457,8,Edinburgh to Prestonpans,10,16,2.5
3622,-3.13421,55.936459,8,Edinburgh to Prestonpans,10,16,2.5
3623,-3.132799,55.936468,8,Edinburgh to Prestonpans,10,16,2.5
3624,-3.131059,55.936423,8,Edinburgh to Prestonpans,10,16,2.5
3625,-3.1300363,55.9364048,8,Edinburgh to Prestonpans,10,16,2.5
3626,-3.129262,55.9363647,8,Edinburgh to Prestonpans,10,16,2.5
3627,-3.1280792,55.9364549,8,Edinburgh to Prestonpans,10,16,2.5
3628,-3.1269515,55.9365633,8,Edinburgh to Prestonpans,10,16,2.5
3629,-3.1258132,55.9367737,8,Edinburgh to Prestonpans,10,16,2.5
3630,-3.1247318,55.9369644,8,Edinburgh to Prestonpans,10,16,2.5
3631,-3.1243626,55.9370388,8,Edinburgh to Prestonpans,10,16,2.5
3632,-3.1241256,55.9371386,8,Edinburgh to Prestonpans,10,16,2.5
3633,-3.1239191,55.9371774,8,Edinburgh to Prestonpans,10,16,2.5
3634,-3.1237309,55.9371945,8,Edinburgh to Prestonpans,10,16,2.5
3635,-3.1232289,55.9372075,8,Edinburgh to Prestonpans,10,16,2.5
3636,-3.12267,55.937301,8,Edinburgh to Prestonpans,10,16,2.5
3637,-3.122479,55.937314,8,Edinburgh to Prestonpans,10,16,2.5
3638,-3.1214445,55.9372068,8,Edinburgh to Prestonpans,10,16,2.5
3639,-3.1212424,55.9372106,8,Edinburgh to Prestonpans,10,16,2.5
3640,-3.121011,55.937221,8,Edinburgh to Prestonpans,10,16,2.5
3641,-3.120691,55.937241,8,Edinburgh to Prestonpans,10,16,2.5
3642,-3.120455,55.9372627,8,Edinburgh to Prestonpans,10,16,2.5
3643,-3.1201797,55.9373062,8,Edinburgh to Prestonpans,10,16,2.5
3644,-3.1200452,55.9373458,8,Edinburgh to Prestonpans,10,16,2.5
3645,-3.1198697,55.9374136,8,Edinburgh to Prestonpans,10,16,2.5
3646,-3.1195166,55.9375749,8,Edinburgh to Prestonpans,10,16,2.5
3647,-3.1193758,55.937668,8,Edinburgh to Prestonpans,10,16,2.5
3648,-3.1192774,55.9377427,8,Edinburgh to Prestonpans,10,16,2.5
3649,-3.1191628,55.9378759,8,Edinburgh to Prestonpans,10,16,2.5
3650,-3.1190975,55.9379886,8,Edinburgh to Prestonpans,10,16,2.5
3651,-3.1190697,55.9380325,8,Edinburgh to Prestonpans,10,16,2.5
3652,-3.1190214,55.9380902,8,Edinburgh to Prestonpans,10,16,2.5
3653,-3.1189774,55.9381315,8,Edinburgh to Prestonpans,10,16,2.5
3654,-3.1189063,55.9381853,8,Edinburgh to Prestonpans,10,16,2.5
3655,-3.1190216,55.9382395,8,Edinburgh to Prestonpans,10,16,2.5
3656,-3.1190364,55.9382685,8,Edinburgh to Prestonpans,10,16,2.5
3657,-3.1190286,55.9382938,8,Edinburgh to Prestonpans,10,16,2.5
3658,-3.1190144,55.9383167,8,Edinburgh to Prestonpans,10,16,2.5
3659,-3.1189872,55.93834,8,Edinburgh to Prestonpans,10,16,2.5
3660,-3.1189039,55.9383771,8,Edinburgh to Prestonpans,10,16,2.5
3661,-3.1188292,55.9384172,8,Edinburgh to Prestonpans,10,16,2.5
3662,-3.1187173,55.9384876,8,Edinburgh to Prestonpans,10,16,2.5
3663,-3.1184695,55.9386584,8,Edinburgh to Prestonpans,10,16,2.5
3664,-3.118354,55.9387477,8,Edinburgh to Prestonpans,10,16,2.5
3665,-3.1182669,55.9388284,8,Edinburgh to Prestonpans,10,16,2.5
3666,-3.1181602,55.9389479,8,Edinburgh to Prestonpans,10,16,2.5
3667,-3.1181013,55.9390299,8,Edinburgh to Prestonpans,10,16,2.5
3668,-3.1179994,55.9391409,8,Edinburgh to Prestonpans,10,16,2.5
3669,-3.117894,55.9392318,8,Edinburgh to Prestonpans,10,16,2.5
3670,-3.1177761,55.9393292,8,Edinburgh to Prestonpans,10,16,2.5
3671,-3.1176936,55.9393845,8,Edinburgh to Prestonpans,10,16,2.5
3672,-3.1175953,55.9394397,8,Edinburgh to Prestonpans,10,16,2.5
3673,-3.1174782,55.9394875,8,Edinburgh to Prestonpans,10,16,2.5
3674,-3.1173534,55.9395298,8,Edinburgh to Prestonpans,10,16,2.5
3675,-3.1172255,55.9395687,8,Edinburgh to Prestonpans,10,16,2.5
3676,-3.1170783,55.9395969,8,Edinburgh to Prestonpans,10,16,2.5
3677,-3.1169312,55.9396129,8,Edinburgh to Prestonpans,10,16,2.5
3678,-3.1167745,55.9396177,8,Edinburgh to Prestonpans,10,16,2.5
3679,-3.1164703,55.9395976,8,Edinburgh to Prestonpans,10,16,2.5
3680,-3.1160726,55.9395951,8,Edinburgh to Prestonpans,10,16,2.5
3681,-3.1159061,55.9396209,8,Edinburgh to Prestonpans,10,16,2.5
3682,-3.1153592,55.9397431,8,Edinburgh to Prestonpans,10,16,2.5
3683,-3.1152944,55.9397617,8,Edinburgh to Prestonpans,10,16,2.5
3684,-3.1151207,55.9398278,8,Edinburgh to Prestonpans,10,16,2.5
3685,-3.1151165,55.9398904,8,Edinburgh to Prestonpans,10,16,2.5
3686,-3.1148395,55.9398839,8,Edinburgh to Prestonpans,10,16,2.5
3687,-3.1147812,55.9400682,8,Edinburgh to Prestonpans,10,16,2.5
3688,-3.1145634,55.9401955,8,Edinburgh to Prestonpans,10,16,2.5
3689,-3.114435,55.9402399,8,Edinburgh to Prestonpans,10,16,2.5
3690,-3.114264,55.9402781,8,Edinburgh to Prestonpans,10,16,2.5
3691,-3.1141119,55.940297,8,Edinburgh to Prestonpans,10,16,2.5
3692,-3.1138836,55.9403437,8,Edinburgh to Prestonpans,10,16,2.5
3693,-3.1136782,55.9403718,8,Edinburgh to Prestonpans,10,16,2.5
3694,-3.1135538,55.9403814,8,Edinburgh to Prestonpans,10,16,2.5
3695,-3.1133075,55.9403912,8,Edinburgh to Prestonpans,10,16,2.5
3696,-3.1130737,55.9403876,8,Edinburgh to Prestonpans,10,16,2.5
3697,-3.1129012,55.9403959,8,Edinburgh to Prestonpans,10,16,2.5
3698,-3.1127086,55.9404138,8,Edinburgh to Prestonpans,10,16,2.5
3699,-3.1125348,55.9404274,8,Edinburgh to Prestonpans,10,16,2.5
3700,-3.1123709,55.9404351,8,Edinburgh to Prestonpans,10,16,2.5
3701,-3.1121614,55.940392,8,Edinburgh to Prestonpans,10,16,2.5
3702,-3.1116223,55.9403275,8,Edinburgh to Prestonpans,10,16,2.5
3703,-3.1113785,55.9403514,8,Edinburgh to Prestonpans,10,16,2.5
3704,-3.1109683,55.9404023,8,Edinburgh to Prestonpans,10,16,2.5
3705,-3.1107387,55.9404683,8,Edinburgh to Prestonpans,10,16,2.5
3706,-3.110456,55.9405315,8,Edinburgh to Prestonpans,10,16,2.5
3707,-3.1098841,55.9406322,8,Edinburgh to Prestonpans,10,16,2.5
3708,-3.1091283,55.940673,8,Edinburgh to Prestonpans,10,16,2.5
3709,-3.1087256,55.940667,8,Edinburgh to Prestonpans,10,16,2.5
3710,-3.1074772,55.9405863,8,Edinburgh to Prestonpans,10,16,2.5
3711,-3.1070615,55.9405819,8,Edinburgh to Prestonpans,10,16,2.5
3712,-3.1066153,55.9405989,8,Edinburgh to Prestonpans,10,16,2.5
3713,-3.1062349,55.940624,8,Edinburgh to Prestonpans,10,16,2.5
3714,-3.1058673,55.9406695,8,Edinburgh to Prestonpans,10,16,2.5
3715,-3.1055289,55.9407158,8,Edinburgh to Prestonpans,10,16,2.5
3716,-3.1052904,55.9407452,8,Edinburgh to Prestonpans,10,16,2.5
3717,-3.1050565,55.9407524,8,Edinburgh to Prestonpans,10,16,2.5
3718,-3.1047942,55.94075,8,Edinburgh to Prestonpans,10,16,2.5
3719,-3.104535,55.9407413,8,Edinburgh to Prestonpans,10,16,2.5
3720,-3.1043429,55.940731,8,Edinburgh to Prestonpans,10,16,2.5
3721,-3.1038161,55.9406982,8,Edinburgh to Prestonpans,10,16,2.5
3722,-3.1036613,55.9406935,8,Edinburgh to Prestonpans,10,16,2.5
3723,-3.1034782,55.9406967,8,Edinburgh to Prestonpans,10,16,2.5
3724,-3.1027915,55.9407793,8,Edinburgh to Prestonpans,10,16,2.5
3725,-3.1026628,55.940865,8,Edinburgh to Prestonpans,10,16,2.5
3726,-3.1025429,55.94093,8,Edinburgh to Prestonpans,10,16,2.5
3727,-3.1020867,55.9411489,8,Edinburgh to Prestonpans,10,16,2.5
3728,-3.1019795,55.9412027,8,Edinburgh to Prestonpans,10,16,2.5
3729,-3.1020269,55.9412869,8,Edinburgh to Prestonpans,10,16,2.5
3730,-3.1008554,55.9414266,8,Edinburgh to Prestonpans,10,16,2.5
3731,-3.1008975,55.9415892,8,Edinburgh to Prestonpans,10,16,2.5
3732,-3.1008469,55.9415953,8,Edinburgh to Prestonpans,10,16,2.5
3733,-3.1007883,55.9414304,8,Edinburgh to Prestonpans,10,16,2.5
3734,-3.1005177,55.9414576,8,Edinburgh to Prestonpans,10,16,2.5
3735,-3.1004863,55.9413598,8,Edinburgh to Prestonpans,10,16,2.5
3736,-3.1004344,55.9413649,8,Edinburgh to Prestonpans,10,16,2.5
3737,-3.1005609,55.9416911,8,Edinburgh to Prestonpans,10,16,2.5
3738,-3.1004034,55.9416957,8,Edinburgh to Prestonpans,10,16,2.5
3739,-3.1004112,55.9417804,8,Edinburgh to Prestonpans,10,16,2.5
3740,-3.0995726,55.9415591,8,Edinburgh to Prestonpans,10,16,2.5
3741,-3.0994556,55.9415685,8,Edinburgh to Prestonpans,10,16,2.5
3742,-3.098962,55.941544,8,Edinburgh to Prestonpans,10,16,2.5
3743,-3.0987975,55.941541,8,Edinburgh to Prestonpans,10,16,2.5
3744,-3.0987208,55.9415416,8,Edinburgh to Prestonpans,10,16,2.5
3745,-3.0986246,55.941548,8,Edinburgh to Prestonpans,10,16,2.5
3746,-3.098483,55.941576,8,Edinburgh to Prestonpans,10,16,2.5
3747,-3.09825,55.941658,8,Edinburgh to Prestonpans,10,16,2.5
3748,-3.0973417,55.9417487,8,Edinburgh to Prestonpans,10,16,2.5
3749,-3.0972487,55.9417596,8,Edinburgh to Prestonpans,10,16,2.5
3750,-3.0971492,55.9417681,8,Edinburgh to Prestonpans,10,16,2.5
3751,-3.0970446,55.9417734,8,Edinburgh to Prestonpans,10,16,2.5
3752,-3.0969417,55.9417752,8,Edinburgh to Prestonpans,10,16,2.5
3753,-3.0967745,55.9417716,8,Edinburgh to Prestonpans,10,16,2.5
3754,-3.0965452,55.9417631,8,Edinburgh to Prestonpans,10,16,2.5
3755,-3.096465,55.9417619,8,Edinburgh to Prestonpans,10,16,2.5
3756,-3.0963898,55.9417731,8,Edinburgh to Prestonpans,10,16,2.5
3757,-3.0962601,55.9418034,8,Edinburgh to Prestonpans,10,16,2.5
3758,-3.0962057,55.9418201,8,Edinburgh to Prestonpans,10,16,2.5
3759,-3.0961584,55.9418388,8,Edinburgh to Prestonpans,10,16,2.5
3760,-3.096113,55.9418613,8,Edinburgh to Prestonpans,10,16,2.5
3761,-3.0960744,55.9418851,8,Edinburgh to Prestonpans,10,16,2.5
3762,-3.0959473,55.9420138,8,Edinburgh to Prestonpans,10,16,2.5
3763,-3.0958781,55.9420581,8,Edinburgh to Prestonpans,10,16,2.5
3764,-3.0958143,55.9420872,8,Edinburgh to Prestonpans,10,16,2.5
3765,-3.0957338,55.9421134,8,Edinburgh to Prestonpans,10,16,2.5
3766,-3.0956398,55.9421353,8,Edinburgh to Prestonpans,10,16,2.5
3767,-3.0955307,55.9421573,8,Edinburgh to Prestonpans,10,16,2.5
3768,-3.095155,55.9422155,8,Edinburgh to Prestonpans,10,16,2.5
3769,-3.0950334,55.9422315,8,Edinburgh to Prestonpans,10,16,2.5
3770,-3.0949572,55.9422481,8,Edinburgh to Prestonpans,10,16,2.5
3771,-3.0948836,55.9422737,8,Edinburgh to Prestonpans,10,16,2.5
3772,-3.0947672,55.9423257,8,Edinburgh to Prestonpans,10,16,2.5
